name,ranked,score,popularity,favorite,published,description,serialization,reading,completed,dropped,plan_to_read,genre
Hi no Tori (1967),59,8.61,813,733,1966,time immemori age space colon one legend stay unchang everi histori book tale immort bird phoenix whose blood said grant etern life wisdom radiant figur ensur continu sentient life univers overse human civil develop yet mankind remain slave habit happi sorrow wrath love myriad emot continu play integr part human life simultan time time certain belief agenda persist centuri disturb fragil equilibrium world preordain natur principl appear fate dynam variabl manifest mani way oftentim exhibit bizarr sen humor,150,1870,3743,312,14596,9.0
Kaoru Hana wa Rin to Saku,60,8.6,393,1857,2021,despit adjac one anoth chidori public high school girl kikyo privat academi seem exist two differ world latter boast immacul reput favor student wealthi background former nest dim wit delinqu everyon kikyo harbor deep hatr chidori neighbor sixteen year old rintar tsumugi student chidori whose intimid face lead peopl avoid rintar pay mind content group friend howev someth told yet sometim help famili cake shop one day work rintar see custom tabl run talk next day receiv apolog girl kaoruko waguri explain run away appear believ rintar kind heart person although use kaoruko bright person rintar look forward form friendship one obstacl stand way kaoruko kikyo student,142,24052,565,598,15279,14.0
Tongari Boushi no Atelier,61,8.6,193,4513,2016,coco humbl dressmak daughter alway fascin magic witch cast despit strict precaut take hide method public howev coco take advantag golden chanc spi skill witch qifrey realiz favorit pictur book disguis magic book along excit immedi start test variou spell spell caus disast home qifrey rescu time decid train realiz first lead found could help track brim cap danger group heret experi forbidden bodi alter magic spread magic artifact among common coco qifrey confront brim cap go improv magic skill learn get along qifrey apprentic,162,34690,926,1217,35300,13.0
Ao Ashi,62,8.6,631,1538,2015,ashito aoi third year middl school student ehim meet tatsuya fukuda j youth leagu coach even though still rough around edg ashito amaz potenti get invit coach fukuda particip team tri out tokyo stori boy revolution footbal japan begin unfold sourc ao ashi wiki,20,17460,802,426,7238,3.0
Umineko no Naku Koro ni Chiru - Episode 7: Requiem of the Golden Witch,63,8.59,1554,334,2011,adapt 07th expans popular visual novel episod featur new detect man call willard h wright uncov sever truth rokkenjima murder mysteri also get know lion ushiromiya mysteri new member ushiromiya famili,187,1056,6053,116,4937,4.0
Shigatsu wa Kimi no Uso,64,8.59,189,2652,2011,young age kousei arima strictli taught play piano meticul follow score mother point domin everi competit enter ea earn titl human metronom perform almost perfectli everi musician age look howev mother suddenli die becam tone deaf due shock disappear never seen onstag sinc two year later kousei live monoton life childhood friend tsubaki sawab ryouta watari support continu cling music although perform still imposs unexpect encount kaori miyazono violinist perform freeli without dictat score stori friendship love music singl lie kousei life begin chang gain color kaori help take music,193,10589,38371,1806,25345,3.0
Shinseiki Evangelion,65,8.58,111,7541,1994,1999 meteorit crash antarctica impact melt continent ice mass drastic rais sea level damag world climat caus death half popul 2015 devast creatur unknown origin refer angel ravag remain planet heavili fortifi citi tokyo 3 14 year old shinji ikari destin halt angel onslaught recruit father secret organ nerv shinji enlist pilot evangelion massiv bioorgan android creat sole defeat angel suddenli weight world upon shoulder shinji must find courag drive stand futur skirmish evangelion angel becom recurr horrifi truth world slowli reveal,219,18910,46217,2808,35003,4.0
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,66,8.57,131,6449,1992,1999 joutar kuujou arriv japanes town morioh two reason meet illegitim uncl jousuk higashikata investig potenti danger stand user minut arriv accomplish first goal howev joutar find jousuk much younger high school student posse stand call crazi diamond long meet two make startl discoveri someon use supernatur bow arrow creat stand user around morioh jousuk wit threat pose resolv protect town stop spread lethal stand user find alli enemi among user jousuk learn much one person interest ambit reflect stand result harm virtu bring continu investig begin unearth shock histori morioh bring forth hidden danger mysteri year past,189,6126,72607,653,19415,12.0
Pandora Hearts,67,8.57,49,16481,2006,reminisc broken toy box mystic abyss terrifi realm home monstrou creatur call chain believ fairi tale use scare child misbehav oz vessaliu cheer mischiev heir nobl vessaliu famili one individu come age ceremoni mysteri baskervil clan arriv condemn abyss sin neither commit know anyth oz form contract alic uniqu chain take human form attempt escap abyss oz struggl unravel mysteri behind sin abyss tragedi one hundr year ago companion find confront baskervil ghost past meanwhil journey back home plagu relentless despair,100,39823,46701,7475,64480,8.0
Chihayafuru,68,8.57,364,2584,2007,alway deem inferior elder sister strong will yet aimless chihaya ayas dream contrast taichi mashima son surgeon gift yet insecur burden heavi expect strict mother want perfect everyth howev live chihaya taichi soon chang encount arata wataya new transfer student class inspir arata dream becom best competit karuta card game base classic antholog one hundr japanes poet chihaya quickli fall love game refus lose talent arata pride taichi join along immers game aim one day surpass fate rival three friend spend childhood practic karuta everyday certain circumst forc part year later high school trio find reunit world competit karuta alongsid newfound comrad rival embark journey self discoveri friendship romanc,10,16082,5106,1413,18544,3.0
Skip to Loafer,69,8.57,529,1547,2018,recent move small backwat town ishikawa prefectur attend prestigi high school tokyo mitsumi iwakura plan use high school career launchpad dream go law school becom public servant howev also recogn need occasion fun make friend end gone far map entir life ahead time prepar fli window first day school mitsumi miss train stop late entranc ceremoni especi troublesom suppos give speech new student repres lament situat sousuk shima handsom first year student also late see offer walk school eventu make school although mitsumi unfortun accid soon leav le favor impress everyon spite misfortun classmat soon take notic mitsumi sousuk chemistri despit differ persona new year alreadi interest start mitsumi eager get know classmat better get involv school time tell countri bumpkin make citi one thing becom certain definit alon journey,2,15849,440,332,13975,3.0
Jibaku Shounen Hanako-kun,70,8.57,113,10892,2014,rumor supernatur overrun kamom academi name seven mysteri one mysteri legend hanako san ghost young girl resid girl bathroom third floor old school build said grant wish summon desir first year high school student nene yashiro daringli summon hanako san desper need love hanako appear boy hanako kun claim magic item use nene tri variou way get notic crush desper reach peak get troubl consum mermaid scale turn fish hanako kun rescu bind fate togeth process return aid nene must becom assist entangl supernatur realm nene soon discov much school seven mysteri basic rumor,100,59074,4740,3346,34338,12.0
Diamond no Ace Act II,71,8.56,1119,1019,2015,pick next year end fall tournament seidou high school basebal team battl new old face begin tournament run koshien,194,7962,3213,284,3657,5.0
Rurouni Kenshin: Meiji Kenkaku Romantan,72,8.56,140,7232,1994,ten year pas sinc end bakumatsu era war saw upris citizen tokugawa shogun revolutionari want creat time peac thrive countri free oppress new age meiji come peac yet achiev sword ban peopl still murder street orphan war veteran left nowher go govern seem content line pocket money one wander samurai kenshin himura still work make sure valu fought worth live spent bring new era known hitokiri battousai fear ruthless killer revolutionari haunt guilt kenshin sworn never kill aton live took may never know peac kill thing past 11th year meiji kenshin stumbl upon kaoru kamiya owner head instructor small dojo threaten close door polic forc powerless stop string murder done name dojo man claim famou battousai kenshin wander paus join kaoru clear name long stay past catch,189,11842,48877,3387,25459,14.0
