name,ranked,score,popularity,favorite,published,genre,description,serialization,reading,completed,dropped,plan_to_read
Wotaku ni Koi wa Muzukashii,163,8.36,85,"6,103","Apr 30, 2015","Comedy, Romance","Narumi Momose is a petite and cute young woman who loves idols, games, and everything anime or manga-related, especially in the boys' love genre. In other words, she is a closet otaku and more specifically, a fujoshi. After a breakup due to these kind of interests, she quits her job and joins a new company. At her new workplace, the only colleagues who know about her secret are her childhood friend Hirotaka Nifuji, a blunt gaming otaku; Hanako Koyanagi, a cool and mature-looking beauty; and Tarou Kabakura, an attractive guy with a scary face who always gets into fights with Hanako.

While having drinks to catch up, Hirotaka advises Narumi to date someone who would understand her hobbies. But she is hesitant—otakus are typically perceived as gross, and the only ones who can understand them are otakus themselves. Or could a relationship between two otakus work?

Following the relationship of Narumi and Hirotaka as they begin dating, Wotaku ni Koi wa Muzukashii is a light-hearted story about those who try to balance work, relationships, and hobbies.

",Comic POOL,"50,033","30,537","2,864","40,467"
Azumanga Daioh,164,8.36,305,"3,421","Jan 18, 1999","Comedy, Slice of Life","Chiyo Mihama is a child prodigy who has skipped several grades to end up in high school. On her first day, she discovers that her class is full of eccentric individuals. Sakaki, who towers over Chiyo, is aloof and intimidating; Tomo Takino is loud and annoying; Ayumu ""Osaka"" Kasuga is absentminded but great at solving riddles; Koyomi ""Yomi"" Mizuhara is obsessed with diets and loves karaoke despite her awful singing; and Kagura, who is a competitive tomboy.

As the classmates become good friends over time, they experience their everyday lives together—things like school, studying, going on summer trips, and engaging in all kinds of shenanigans!

",Dengeki Daioh,"4,480","28,398","1,066","15,292"
Buddha,165,8.36,1232,448,Sep 1972,"Drama, Supernatural","In ancient India, the lives of the people are plagued by drought, famine, constant warfare and the injustices of the strict caste system. The intertwining lives of many unhappy souls are drawn together by the birth of the young prince Siddhartha, who embarks on a spiritual journey, becomes Buddha, ""the Enlightened One,"" and attempts to bring about a spiritual rebirth of the people in this desperate age.

(Source: ANN)",Comic Tom (Monthly),"1,366","4,218",308,"8,386"
Black Jack,166,8.36,795,848,"Nov 19, 1973","Award Winning, Drama","Black Jack is an ""unregistered"" doctor with a clouded, mysterious past. He works with his little assistant Pinoko (who has a massive crush on the doctor), dealing with medical cases not very well known, which can be strange, dangerous, or not known at all. But he is a genius, and can save almost any of his patients' lives (as long as they have the money for it, that is), and is known to many around the world, especially to those of medicine and science. He's a man of science himself, and does not believe much until he has seen it, yet it is many times he is surprised by love and nature often overpowering the science he bases his life in.

(Source: ANN)",Shounen Champion (Weekly),"2,998","5,177",671,"11,395"
Konjiki no Gash!!,167,8.35,544,"2,079","Jan 10, 2001","Action, Adventure, Award Winning, Comedy, Supernatural","Kiyomaro Takamine, genius middle schooler, is greeted one morning by Gash Bell, a boy with a mysterious red book. Tasked by his father to decipher it, Kiyomaro soon learns Gash is no ordinary boy. Able to shoot lightning from his mouth at the chant of a word, Gash is a demon child—one apart of a war that takes place every 1000 years to decide the Demon King. With Kiyomaro being the only one who can read Gash's book, the duty of partner is thrust on him in this exciting tale of friendship, determination, and melons...?",Shounen Sunday,"3,731","14,535",975,"10,444"
Kanata kara,168,8.35,1178,689,"Sep 24, 1991","Adventure, Award Winning, Fantasy, Romance","Noriko Tachiki has dreamt of a beautiful fantasy land for some time, though her friends think it is only her imagination. One day, on her way home, Noriko stumbles upon a bomb disguised as a paper bag that explodes right in front of her. However, instead of dying, she is transported to a mysterious forest full of strange plants and creatures.

As she begins navigating through the woods, Noriko is suddenly attacked by a giant, worm-like monster. Fortunately, she is saved by Izark Kia Tarj, a swordsman who does not speak her language. Lacking the strength to survive on her own, Noriko decides to follow her stoic savior, taking the opportunity to learn the foreign land's language and be more useful to Izark.

Unbeknownst to her, Noriko is a crucial piece of an ancient prophecy. She is ""The Awakening""—a being destined to unleash the greatest evil known as the ""Sky Demon."" With influential people plotting to capture Noriko for her supposed powers, both she and Izark must fend for themselves and overcome a future laced with chaos.

",LaLa,"1,348","6,617",396,"6,511"
Homunculus,169,8.35,89,"6,737","Mar 17, 2003","Drama, Horror, Mystery, Supernatural","Susumu Nakoshi is a middle-aged man who spends his days between a lavish first-class hotel and a park full of homeless people. One day, an eccentric young man approaches Nakoshi in search of subjects willing to partake in trepanation—the procedure of drilling a hole in the skull.

This mysterious person claims that Nakoshi is the perfect man for the experiment. Initially rejecting the offer, he doubles back on his decision after his car gets towed off. Nakoshi agrees to let Manabu Ito, a 22-year-old medical student, drill a hole in his skull in exchange for 700,000 yen. The procedure bears no results at first, with Nakoshi showing no abnormalities. This normalcy comes to an abrupt end, however, when Nakoshi begins seeing the homunculus in every person. With his perception distorted, how will Nakoshi face these homunculi?

",Big Comic Spirits,"14,172","48,305","2,129","60,034"
Hadashi no Gen,170,8.35,1667,229,"May 22, 1973",Drama,"1945, Japan. Gen Nakaoka is a spirited six-year-old boy who lives with his poor yet loving family in wartime Hiroshima. As the second World War rages on, Gen's father Daikichi stands among the few outspoken who are opposed to the emperor and stand for the innocent civilians bearing the brunt of the war. However, in a society with nothing but feverous support for their nation, Gen and his family are ostracized as traitors. Unbeknownst to them, a terrible fate awaits the people of Hiroshima...

One quiet morning, the US forces drop an atomic bomb on Hiroshima. In an instant, the city is completely destroyed, leaving thousands dead and many more exposed to radiation. Though Gen manages to survive the blast, he finds his life irreversibly changed. Regrouping with what's left of his family, Gen must now grapple with starvation, destitution, and an unsympathetic public who see survivors as little more than disease-ridden beggars.

Based on author Keiji Nakazawa's real-life experiences, Hadashi no Gen follows Gen and his fellow survivors in their struggle to survive in post-war Hiroshima. Gen resolves to soldier on with unwavering determination, while never forgiving those who caused the atrocity, never forgetting the pain of the bomb, and never letting his spirit be broken by the tragedy.

",Shounen Jump (Weekly),"1,028","2,326",283,"7,126"
Ten: Tenhou-doori no Kaidanji,171,8.35,3578,279,Aug 1989,Drama,"It is 23 years after Akagi Shigeru's deadly battle with Washizu Iwao. Ten Takashi is living his life as a rep mahjong player. A kind person at heart, he also possesses a ingenious talent in mahjong. One day Ten meets Igawa Hiroyuki, a student player who 'plays by logic.' Hiroyuki is overwhelmed at Ten's playing style which involves anything besides logic, and soon becomes one of his close friends.

Being the rep player he is, Ten had to play against some Yakuza. The chance of victory seemed to be on Ten's side, then the yakuza decides to call their secret weapon, a legendary rep player called...",Kindai Mahjong Gold,570,"1,816",96,"2,827"
Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch,172,8.35,1272,239,"Sep 19, 2009","Drama, Horror, Mystery","Ever since she was young, Eva Ushiromiya has worked tirelessly to prove herself as the ideal successor to the Ushiromiya family headship. Despite facing endless discrimination as a woman, she is determined to overcome the odds and surpass her older brother Krauss, who is set to inherit the position by way of birthright.

An opportunity to realize her dream comes at the annual conference on the island of Rokkenjima. With the announcement of the epitaph's riddle, Eva believes that finding the hidden gold will force the rest of the family members to acknowledge her. However, as the adults of the Ushiromiya family decipher the puzzle, a string of unexplained murders ensues, forewarning the unfortunate fate that awaits them in the end.

Meanwhile, the game board between the Golden Witch Beatrice and Battler Ushiromiya commences once more—bringing new yet unlikely accomplices to participate in the duel.

",Gangan Joker,975,"9,011",124,"4,235"
